sample_101	sample_103	sample_105	sample_106	sample_107	sample_108	sample_109	sample_10	sample_111	sample_112	sample_113	sample_115	sample_116	sample_117	sample_118	sample_119	sample_11	sample_121	sample_122	sample_123	sample_124	sample_125	sample_126	sample_127	sample_128	sample_129	sample_12	sample_131	sample_132	sample_133	sample_134	sample_135	sample_137	sample_139	sample_13	sample_140	sample_141	sample_142	sample_143	sample_144	sample_14	sample_15	sample_16	sample_184	sample_185	sample_18	sample_19	sample_1	sample_202	sample_20	sample_21	sample_22	sample_239	sample_23	sample_24	sample_25	sample_267	sample_26	sample_278	sample_27	sample_284	sample_29	sample_2	sample_30	sample_31	sample_32	sample_33	sample_34	sample_35	sample_36	sample_37	sample_38	sample_3	sample_40	sample_41	sample_42	sample_43	sample_44	sample_45	sample_46	sample_47	sample_48	sample_49	sample_4	sample_50	sample_52	sample_53	sample_55	sample_56	sample_57	sample_58	sample_59	sample_5	sample_60	sample_61	sample_62	sample_63	sample_64	sample_65	sample_66	sample_68	sample_70	sample_71	sample_72	sample_73	sample_75	sample_76	sample_77	sample_78	sample_79	sample_7	sample_80	sample_81	sample_84	sample_85	sample_86	sample_88	sample_89	sample_90	sample_91	sample_92	sample_93	sample_94	sample_95	sample_96	sample_97	sample_98	sample_9
gene_447	5.58348790691672	2.04733716449641	4.78148058262995	2.14161829949829	2.08773202636085	2.06220225026724	5.72344515985608	1.98006715283593	6.3981425721888	5.65290816563362	5.80002224223131	2.17216137348005	2.15750974977766	5.6770257737265	1.99607699760947	2.03637508683501	4.68512775895997	5.75708246566045	5.01022090233989	2.05093570436522	5.86142969698473	2.00614505732669	3.81873250870861	2.21353892804474	5.78630803152361	6.19538478728688	2.06184297788151	4.247774406362	5.98446065595854	1.95157250952383	3.89593248943738	2.09363626899661	2.1526771919057	4.21404062305508	4.63239454728355	4.10143799774894	2.02191616064593	1.94095667924155	4.22868530273556	2.13041825077698	2.22302811851984	1.89968805315717	2.14397153227247	2.01663807888952	5.81510576005128	2.12959835769768	2.13635541396168	2.24467654229435	2.25357862711615	2.29807126549884	6.05711452114761	1.9765605312347	6.07973456228412	1.98053938324657	2.10685125784133	2.19343176233198	2.22063307130606	5.90244393956615	5.65337246790355	2.06694685212022	6.06687481909817	1.88110351485151	2.28386991340927	2.25865329918653	4.90667060596584	6.31331871451723	2.042732539005	3.40717111038768	5.54797537125931	6.07663742024539	4.81055921160949	6.07136962989654	3.11762656282554	5.12694697456834	6.09060052541878	5.5804791075457	2.20493985085414	5.67444233573707	1.97861259472917	2.16907032925538	2.08206354812987	2.04260259316889	2.75203243059196	5.71084804538061	3.80397204555392	6.14215281917159	2.12671822795273	4.53232779963841	6.3604634046015	4.00728208160329	1.92861665223944	5.69104023269479	2.05678967679936	2.09029122730014	4.17331071241367	3.50758851638834	4.15482986942628	6.14090138926272	2.13781025318903	3.87385248591004	2.10113532375812	3.98788021626572	2.0355450885539	5.47736395677649	2.18898052366638	2.2598686795077	4.54606592724849	3.92033093614485	2.17018243831502	4.35060255816397	5.90553708379541	4.3373809796683	4.08036948816218	2.06843880845065	2.1553996632504	1.93096686649242	5.06237307305186	4.13611667957246	4.12644083464574	5.81567624525456	2.21861584018613	2.07039214390293	5.99818660587805	4.78921414577472	1.77410877617067	2.18216414216628	3.62211026867544	2.18206045388319
gene_448	8.74804309062871	4.73488815587356	5.76769857611186	7.59150786864143	7.5285963891678	5.47978978199616	7.61288228051574	3.48761830559898	7.44555150810412	8.12127268879122	7.79070795521724	8.09730249541634	8.90092821127683	4.26109854353783	6.07496653611981	6.94679239906614	4.9562286630319	4.10904081318065	3.29266305247498	5.38026486961007	8.17785894642265	5.40228771718434	5.83956862236666	5.16004109389275	6.18515769496022	7.79020650081342	3.9303069804727	8.76188831120681	6.93265784717746	3.99202196417781	7.17650082316589	4.82736448699134	7.10447055437497	7.3494671390335	6.37315523438028	8.50199972408893	7.87335068315291	4.85658387534501	6.72079575445286	7.75169773514697	7.86666381143805	5.3477650759316	6.69785164416758	4.17703021675622	3.30013945641128	3.55770934981244	7.24666433353957	8.51253184835556	6.94157541407567	6.0041285347793	7.34997481670079	7.25759133375034	3.82103878940308	4.76494750751911	8.63528945529009	8.27286781195068	6.69459724845919	5.23193486037055	6.28593689239054	3.6095211937206	3.13382784263542	4.55793087545267	3.76595983857432	3.88462869015544	6.33744137211925	5.19206797181187	7.72395514207014	6.83965414169124	3.17773279998819	7.17643456133105	3.88187265552468	9.0095050864162	7.2925604270019	3.74276768494399	8.5566797716784	7.2775135960541	4.95160901263248	5.18520975342458	3.59909524830671	5.4056429251849	8.16395333724524	6.29329605717629	4.20634180981632	7.12886227489904	6.92393425810064	7.33216642514549	3.39436233644446	5.26404102929417	6.5297283972203	6.59483576503775	6.87411367099658	6.59769245462689	3.92214351463369	5.06661759623486	4.47264420911218	4.11236598703417	6.79553260426971	6.62705378580775	8.61769200139294	6.57702712642801	3.65792353852064	7.10491585014953	6.88515156302034	4.26385441671849	4.97039818425377	4.6156211447614	5.14198932381315	5.52340528068479	7.32444482080744	6.51786956411082	5.66002031174503	6.8703485090608	3.90209246671504	7.05871777628146	4.8534671040796	7.42239044651667	3.79543327847194	5.3697907518046	7.34037932619163	5.91952277677904	6.42170398120739	8.08062495128104	8.14553101210556	9.41760297505166	4.64075569967433	7.63010957075872	7.28695232543363	5.52715801812242
gene_449	6.18529374231572	5.04093561543754	6.56026427825536	4.4466838954734	2.50845558679072	2.48062166888967	6.08297979985828	6.00936494681539	2.32974692625038	4.07730622380991	5.71178064657056	4.97193062876119	3.95381526419891	5.12351894276263	5.20333518529113	2.45249868137715	6.50144254719954	2.81328922345913	5.91441886021112	2.46834935543824	6.17965734810442	2.41962445526399	2.52935228441617	5.61638459652869	4.0081010403953	2.40345208607089	2.84512323767537	6.0511764265076	2.45485115746303	5.08055591153858	5.74369438628212	5.41393642515319	2.57942794431653	3.70766154802456	2.43234822148955	2.62001024767113	2.79076014418332	4.43213378757907	2.45297247788848	5.20700816963683	5.8745720294618	3.07942897588026	2.5698999512276	2.62026336742637	6.43673058135684	5.02570707794935	2.56156816972172	4.04026284089656	6.49464594599261	5.11214343966885	6.38090540635791	6.61132789625595	2.64770158525862	2.39181380044355	4.73032200007938	5.71962343591992	2.65396732918775	2.50844184589999	2.61690098100629	3.25074740546175	6.51060132839676	5.92513526484266	6.81507890792672	5.9754870758279	6.08845209840791	2.42790944125925	5.3825082234234	5.34605048078575	2.35347965001289	4.89720918300138	6.2103424716603	2.43280764608417	2.47844701295795	5.29317311446058	6.44761375627558	3.50850764613588	4.87201686343965	4.39806565609944	2.38972233926265	6.9707586878274	2.70147146869149	4.59064944456943	3.25104993527319	6.4189954628216	6.20907168289363	6.53820306833887	6.03069404074583	5.46808763716161	2.40066110673426	6.41809324639086	2.33551209402112	5.15349126161571	4.27108106988226	6.09500296440141	6.20795267109272	7.22485909113123	2.25415949890131	3.70496368606596	3.91663639081511	5.11130566880095	4.93421461586237	6.86779005910748	3.72444482736148	5.30891751355739	6.73067241499703	6.32961661160959	2.49568106973891	7.2815731978163	2.59860082898573	3.96428111437324	2.56953879999953	5.61535564772026	6.79060216988061	2.48741785209065	4.68923275039415	2.33805795498226	2.38906012428525	4.43132673596339	2.36721837926155	2.47445386578829	4.14295846437215	6.26881627830555	3.49951717639555	3.23143277889567	2.32125697971187	2.61173504631129	6.21200540875076	6.47485463038599
gene_450	7.67315733617349	7.97112522209252	4.72146503806576	5.27442685429028	7.22517872337767	7.21530300770032	4.81413799014242	7.66685971939517	3.17524983953356	7.15504693619079	3.43408987165923	7.38569836162255	4.50710119984289	5.41539964935022	5.04228177261615	6.76926610137443	7.090317209548	5.56141522811714	3.34050259661504	3.0459387611591	6.96371246598612	4.98002752218516	6.22506054924769	4.48354384827638	3.27154190558099	6.85717141415717	3.49636296160305	4.75586148151668	3.03142504960441	3.21436404598305	2.95491252985298	7.34310257931513	4.61355390134277	3.66927376123762	6.78771326033788	7.20463267000126	7.50248088977435	7.35159658405608	6.64341174406654	6.9971104594018	7.41780445514625	6.99443527850291	7.82814597989707	7.09907222956048	5.12968776118828	4.32586991198426	3.83789587795426	7.23903468252915	7.07595122111626	4.56983184489713	6.74574774462271	7.2860990012271	4.67879616774187	7.17710350797914	7.37197107751378	4.94413917762531	7.19350535400547	6.81390571577153	4.50035531217193	7.347886928402	6.03064527385787	7.29162096918316	4.75248886038703	7.16916978399062	6.78286029639629	7.59801131548994	7.11606953018248	7.38821952281996	3.43118253211172	6.82457657676856	7.06970782032143	7.1646850558825	6.93778277005045	3.28843680954525	7.13582188133786	4.56438602274951	7.02085492978836	3.35922086506091	7.26851375952143	4.58908465558895	7.42561443069501	5.17158422343324	6.40888772948627	3.8625773428943	3.03665588866248	4.14295878800371	5.04502875973713	2.87789243816755	7.0177195379245	3.20383063970352	7.12996869362508	6.90704845902519	5.25529487088219	3.76290479810763	6.80689285679844	3.36992669755286	2.81747929079255	3.38934314605791	4.34122754368572	3.14930750642019	6.58063203450828	3.17686937629087	4.66275343583619	4.81012584447801	6.67968668211692	4.57135398338183	7.44386313796175	3.46144223736906	7.0821986964341	3.3233223861674	3.73989209063364	6.59467768840366	6.82578231443479	7.79960725622847	4.99215845401648	4.0738768309773	3.11514635090764	7.17204819483744	2.93757264038383	5.25474321384745	4.79884024431417	7.31631675284775	4.55399923086159	5.22534910565105	6.80562410998819	4.67167874219286	3.29966302493011	5.23313065003396
gene_451	6.72278823077143	7.21704881899219	5.853688747028	4.58242088382549	4.99763480792875	4.31742353923236	7.95592955184015	6.48277750027889	2.84627949519691	4.99613244510663	2.82868577538108	4.82767400960306	4.70941752025537	2.88782203531358	4.84994428686472	5.26247257955939	4.03161434612159	4.01238062638547	4.76910192236493	5.58333745183744	3.38651292464828	5.05541682189777	5.00960968204941	3.4260928569737	3.66316032516233	7.11233375996353	5.1835387129213	7.37901979167309	3.49848430043487	4.46596996435248	2.91822978001802	3.94488238811667	5.75400794059906	2.95546317850107	7.24244383331531	4.40723073827537	5.35137728500693	2.72260127482751	4.4533376265366	4.92898587784888	4.53575578554721	6.21288895822012	5.34679509713582	3.93696131770894	2.68187787644082	6.29128387402392	6.16647489633993	6.85409201066689	4.40183348400337	7.88216660809522	3.29194680846492	5.94560654420326	3.42826821557647	5.84479414664346	4.35588315510289	4.53318256007164	4.74842882939156	4.26106975974816	4.27016579469408	7.22878937868826	3.17485083306302	5.44394364167475	3.53642729148407	6.78626506873928	5.42292732963064	4.11150265575638	6.32415064486685	5.30210924210484	6.42622458823081	6.10509992824184	3.35503472272717	4.00349968091701	7.0705655974601	3.44017080475542	6.61782548036401	7.63833212419757	6.55220956724496	4.35862720653636	6.69525266105427	7.54504428435203	4.98494619331441	4.05163124808203	5.99167395896388	3.2365690901042	2.67523680467707	4.53956780391651	3.92829393404204	2.50936642988536	6.0476905976095	2.67968172140507	4.22312173248467	5.02532977777577	4.19851382724866	3.58836620942821	2.89611683847328	4.01617991626444	2.44535589043348	2.61047219824328	3.15832345574076	2.62861062883887	8.57675545605407	2.81940018866381	3.38964666491106	2.75303268176759	3.05692588755402	6.95304266957285	4.39654667451944	2.97478145192391	6.54761085053038	4.86816376214571	4.25172949375976	9.21068392517812	4.10845364225755	6.32414699803448	5.53905119962447	6.38933339748406	6.59352639998922	4.87508526254615	4.10227527320791	4.53807488627392	8.58664083723492	5.0460758956974	8.31452083202871	7.90578320900061	9.03047732909727	6.47491793296764	3.55904710247868	4.11318857764954
gene_452	1.25717518384891	1.17232961443508	4.79565318950697	4.08542014437088	1.2034657003068	4.5620895359891	1.35305302038114	1.12034646365098	1.0763865933837	1.20294893967391	1.15110006089203	1.26827776438957	3.50681828028814	1.18501099655863	4.56106311038221	5.52476404903432	1.27572134826432	1.26788049495136	1.16839153600022	1.17510608971339	5.56226472220022	5.01263845783833	1.21819677274651	4.30638318212482	1.06564090929442	1.59958243866804	1.18351853061557	5.20908193722851	1.16553751761256	1.55236636849355	1.11475243475797	1.20801055944006	5.81544595655469	1.34550687500451	1.63126096129086	1.28169342682292	1.15270233207969	2.12425805872215	1.16420486656407	1.23628412920065	1.30710637719702	1.49072705115392	1.24668354146607	1.14862440224591	1.17321803992654	3.61181624536782	5.84527892961634	3.3477291984764	1.33033143084526	1.3640104997841	5.72381978182427	3.64981049948183	1.30093852001353	1.12071183703659	1.21817676897241	4.04636580384313	1.30528244030838	1.20345600310734	1.27952784967794	1.18745331469535	1.30163247375077	0.837373350379701	3.4280977578312	1.33418172819797	1.20986770222021	1.14640622709471	1.16877616578859	1.19171873937271	1.09335462015077	1.19144345796079	1.26505159805394	6.98140566849274	1.18225649120671	1.1395657036727	1.23004445401641	2.71549991829843	2.80236839225444	1.26321903656136	5.09645517718783	1.26591241166966	1.70791826524335	3.84400414537798	1.69245858202229	1.20639470913387	1.16898856562571	1.08830454097206	4.19611219528168	1.06308966202285	1.12701595251812	1.17181953350602	4.23143623894088	6.37100668609574	3.98542299472679	1.20543587905636	1.30855820228656	1.2694304716913	1.02221809073409	1.12768258919358	4.82168745705462	1.13926027242553	1.21378060597814	1.26039488177625	3.8984706750095	1.21843396582497	1.28113697537147	1.33510354043107	1.1944446678176	1.23463130802257	1.26676350079753	1.15889842631389	1.24643041196777	1.24491697437208	1.34323214373834	1.18860331648903	3.66953753075919	5.8724663273824	1.11874893016108	1.31641395622858	1.10316683051414	1.67741981632098	1.30374588150877	1.19010880556785	3.55080632183285	7.41515415108961	0.960760438314309	5.250510297007	1.08049507339625	4.26439875684
gene_453	10.2182477056849	10.231623514445	10.0712545358253	6.71730710849883	6.71305119880407	6.57037671519306	9.77102977939858	10.7041605415401	6.37289198203568	7.27595116478031	10.4430472905451	6.96081955800505	6.79781607931535	9.74577150533133	9.61844700157795	5.62886298799456	10.5537264028921	8.07735218072694	10.3063260292701	6.53170311410958	9.92300042900311	6.97957147104223	8.79003965559344	9.4999555020532	10.1058568888219	7.7126188038919	10.0554737103623	10.7108178451065	6.97159564376936	9.55887362090402	9.76683677315984	10.0689341522246	5.4092448821054	8.3432480741495	8.15022563372292	7.89163261855845	6.74679070516498	10.4955689742585	7.62204305734985	7.56508249907333	7.96869631681621	7.02707441515968	6.40424273230604	6.27517642096447	10.6176365970577	7.64160586843685	7.39437993878834	6.86199061036301	8.15478483316547	9.35981776585905	10.6423626708788	8.08354224799176	7.06547372527355	6.00345822885489	7.68811330046756	8.26503857181167	5.94152314691171	7.36897005694375	6.51025050537054	8.95955586701986	9.71968746258026	10.0280610187315	9.91514617478342	10.2000465517508	10.1949104450745	5.26143789978996	7.27594030152163	10.5245301839259	8.39278761210968	7.30166205725821	10.0106557781277	6.09670278570329	7.54925004720445	10.7492144805011	10.4930194347137	8.81578133819447	9.31424427656003	9.75495941946249	6.54162904291204	10.7482991113186	5.99236755233673	7.73377766176823	7.47155561712177	10.2134001821547	10.5454922111269	10.8039001883822	8.00235310550681	9.65116053367725	7.22224458934865	11.0025319261528	6.5950563855193	9.85962928831792	9.33642433264495	10.4345685847653	10.3784889570212	10.72547292734	7.98151621898685	9.93042061482415	7.29757562266669	10.2885676261951	9.31769573617682	11.0457831853673	7.17846453572629	10.1384414565905	10.7326071236945	10.4706848476017	8.01836767202777	10.5644578652166	6.92853410852448	9.2331760886363	6.85848261770672	9.40940201820738	10.2788347165561	5.11469315946782	8.04439221068554	7.39753814144586	7.84411397451538	8.58306195532712	7.20888338069385	6.63392141337641	8.3744670204908	7.47899735426949	8.22267080925712	8.22268331720796	7.1005334426141	6.33824310814302	10.5378014850556	10.4836675517403
gene_454	8.30272851922866	6.41777352141212	3.60206470256792	7.23848969115611	5.85091041527355	6.4209453328216	4.33622635778857	5.96841163655318	8.64937683855041	5.09573858102276	8.52470655910572	4.24625698625406	4.22133153412378	5.04714632289841	5.73120920810351	5.69530712920196	8.26216942943715	5.44740151262789	6.67213630688091	5.95817038635703	7.65150689694444	6.36005779106361	8.65984682631125	7.29107492480488	4.20303019060158	8.26824712715529	5.14763183217311	4.25530196468679	5.46273329250228	3.87569113005747	8.69124740596688	5.28030137834024	7.43759401348437	7.33068329812827	6.60371489986402	5.38411791568235	5.80812967624345	4.46762846259173	8.8125875243387	4.34307687981338	4.33324882419916	6.31071093550985	6.39634662295544	6.18412607708308	4.67918705113015	5.56220192722754	5.1215495851559	3.58753392171948	4.17634120081503	5.81699814732814	7.55102830671694	4.79183300739064	5.00884682646937	6.10979107670535	4.44597498894479	4.45539725718069	6.23035098984501	7.22271524634613	5.14218929500791	7.26160330443045	5.76869244039556	5.07400637984861	6.54906101249359	7.7313563281314	6.65784693976633	6.73819936647084	3.93811434625015	3.65912358435565	6.2115578774401	4.72575058222968	7.47579291402262	9.72153956363954	4.36051295532212	6.96677814693369	8.02949316875686	6.89815718752103	4.30222941945458	4.85828496083612	4.75748999214213	6.54680948032707	5.43112268940962	6.84696600174479	9.96693379001059	9.50065928082221	9.73247440741483	5.21683847472941	5.41341764342123	8.50043748664273	6.99099040919112	7.47390378713789	5.41029408375388	7.69895412999598	6.6992600572834	3.91549282318426	3.56273309545698	7.74684216583218	9.10594519581151	9.60969451961992	7.03661723387579	7.87901906496531	6.10666958474319	8.76210292553669	5.54818369139557	4.93585433137963	8.40332102606925	5.33646514170957	8.3340082491886	8.77323203973712	5.50732285466532	8.76396101921919	5.21402181938792	5.97398190066973	3.94686023048444	6.61009767956719	5.44438056796033	4.73434957243161	7.92794217466936	4.25506767027747	8.59370271867542	5.77971270441518	7.25078683048321	3.37194716589284	5.76074126447604	5.1976451456763	8.06580659419444	5.53325596259289	6.42434110640235	6.21222371869587
gene_455	2.71294352569234	1.59567068902593	2.16521374706037	2.68683021622698	1.63486942498904	1.61012012316209	2.91896822041164	5.85204328480767	3.60834213103157	2.72593307427851	1.56886868614178	1.7161236193295	1.7020881162098	1.61165082748858	1.54562238013898	4.70963003535129	1.72543198251405	1.71562670975708	5.53594293730793	1.59917123746673	1.73142651710547	4.48802792923619	1.6533744296856	1.75561379285842	3.14029084243906	5.40880962870719	1.60977123419146	1.62818111634178	1.58710280194934	1.50188651568093	4.55845212348398	2.73706565964507	1.69745278767082	5.03836556343991	1.56692318956849	1.73289734044977	1.57089383237313	4.94947668891332	1.58542096897319	2.3566558281859	1.76463942668933	5.67124910959002	1.68909493266683	1.56573887988528	1.5967909201945	6.36068694469002	1.68177518001928	5.26225147416681	2.32887738431154	1.83561067870403	3.40176407371057	5.99845748887242	1.75693889484544	6.37983904258089	1.65334931742472	1.73645098949422	1.76236246284492	5.98812773060951	1.73019055901122	5.80919443824457	4.49646040176677	3.41499363752954	1.82223544955906	2.7210133534222	3.15043773600021	4.61503100137391	5.6246454316912	2.92070125858659	7.19647478937912	4.05385468759628	3.09294107087198	1.56733593415341	1.60818161169663	5.10744339413211	2.50978456431643	1.70102543258619	1.74742488173243	2.4074166174212	6.02664655381326	1.71316482921887	1.62938148643912	2.86688088842373	2.24835311060233	2.1148215498125	6.00437083827121	1.4891646723653	1.67250241682105	4.88875991377671	4.86349964283708	4.17374944222725	5.29970715818436	1.67394284110727	1.60486220992613	4.89681007373785	1.76645173173153	1.71756537258066	4.21002208812942	2.30500068294817	1.68317397776681	4.80201415877542	2.47713271850111	3.88788827512068	5.05464531673332	1.65367219294756	1.73220185531774	2.09339839344969	1.62352492748241	3.021264538043	1.71422949521909	6.69960076983967	1.68877786560405	2.18102798719228	1.80970774062405	1.61617377872273	2.19915927026772	1.90208559860421	6.71829988327457	1.77625622813009	5.69809063674021	1.60462024626695	1.76044412020511	3.97095701828401	1.69590946618182	1.6030962216469	1.3246740542488	1.72569008213272	4.08264880229896	2.23436543196182
gene_456	4.83429351844253	4.69346174750493	5.00740344439367	5.07375515917664	4.74317603506399	1.78703736959424	5.75762780517049	5.29676161994092	1.6584855854661	5.24248749922656	2.16715190938904	1.88845187879916	1.87495929203504	1.78849368586864	1.72589676894836	1.76316966588284	1.89741090775777	1.88797385798161	2.64241862860533	1.7766276435525	1.90318498773581	4.87817116650625	1.82828219257893	1.92651853936699	1.64562865496134	4.40550671143105	1.78670546955955	5.36471532757241	1.76516794371385	1.68469056247995	1.92273314223004	5.30119883195461	4.77386768370567	1.98166403226307	1.74604031769281	5.45830033892332	4.67615292043534	1.67485518935432	1.76357215110602	5.12077550481852	5.07775846695227	5.4565034076843	1.86248611930904	4.79876983808018	2.00722847206151	5.17093878150055	1.85546672017822	1.95512572976911	5.58005225358964	2.00409678841371	1.94065143023571	1.70783202902892	1.92779852232194	5.1707807390295	5.71482660565477	1.90802739950055	5.00276202413589	1.81060185845714	2.86997002477789	5.74166157874854	2.89412805428731	5.49715142068874	1.99108289892577	1.96795515405912	1.8182907401548	5.3909151622569	1.76904632667293	5.70881735506971	3.17364021351732	5.23536119740166	1.8845703121864	1.74643111497222	5.11857239322729	2.31205041551346	5.11922904865103	5.26797867008731	5.33185280886907	1.88236583512103	4.57503074882322	1.88560591916487	4.6373441712612	5.27206975497575	2.4143322086855	1.81412567990712	1.76930069432141	5.84540265752584	5.26183397860196	1.64257595134093	4.99132925985616	1.77269117671491	1.66341942314341	1.84796169905073	1.78203682255665	1.81297589247011	5.69954651636435	1.8898389653761	1.5936530185613	1.7198563884596	5.12027590020915	1.73371122727175	1.82298413822279	1.87896904123911	1.99276506767771	1.82856678302423	1.90393207005481	1.96907041840538	1.79979894159124	1.84800870671755	4.88682178749167	1.75721846119365	1.86218195180209	1.86036345691011	5.8626067746373	1.79279824718659	4.67537282308086	1.66559765985419	2.85378462420972	5.69739679858485	1.69052447212584	1.78180677153018	1.93118522201357	5.27296823913346	4.71906578661998	5.09071679217592	2.11388193557493	1.89765944272854	1.6634009899135	1.8975640141002
gene_457	0.890130006912799	2.88680897903823	0.873544099288305	0.880616007748383	0.84868575177312	10.9685478881129	0.964704189265046	2.92379731318492	1.20115072150584	0.848288503007193	1.65968106011239	2.93078279632389	1.20035754261502	0.834518816149733	3.40206924516183	0.818341335649035	0.904504759479289	0.898423922909859	1.32842144358247	0.826932598937027	0.908226121537332	0.800542129220319	1.93614920715627	1.73865035736289	0.744049721014467	0.791798273935208	0.833374931534423	2.03380695910111	0.819616094644273	2.1422142436386	1.03967104803341	1.38411095084675	0.887174814151391	0.958815161033948	3.0740326649297	2.57979380716793	0.809821267588998	8.71506420015742	1.32256919452268	0.873974791506005	0.928891861543315	1.17616210082001	1.43903616748458	0.806714122353629	1.1050708108431	0.873488692447379	2.47963366362719	0.941712451712337	0.946980242537815	0.973259577369309	0.93238075889672	0.783180802563523	0.924093743129458	1.26212466982174	1.15594552985232	0.911347408044584	0.927472717779806	1.1392316769009	1.89267003497456	0.836391305546708	0.983907905538091	2.57093306120764	1.59367067764192	0.94998190054401	3.64529350498809	0.80502499945645	1.83982331995562	3.14631100906674	0.764850402122615	0.839452077288638	0.896231278864297	0.807676330211156	3.17931318332125	1.7835161793947	0.869157846377394	0.889383861552883	10.229736148989	1.20742703236864	7.85394810632069	0.896898413216142	0.845331292345719	1.09995921118039	1.22862111578407	1.14256389758816	0.82225350064825	0.761049965417077	0.871781201858923	1.18297633389929	0.790290271608133	1.10349642764868	0.755193231533085	0.872668226304118	1.11228603774742	2.17393466924275	0.93002163141916	2.03765966554655	0.937922235592722	1.05406088657009	0.878357800174642	1.06698118281928	1.39226943909528	1.85734557293045	0.817851937369559	0.860205461677564	2.06112188368881	0.950700650542049	0.841755536418949	1.81014822248583	0.897558073062703	1.0889735695691	1.18817802855318	4.59645150676204	0.957040451906387	0.837273251506594	0.888789589185245	3.12345049238268	1.04411422450558	0.936137056404896	0.772246958945773	0.830242485603078	0.926277342217164	0.838428070167206	0.886220904719944	0.829316353046665	0.871557554796432	0.904664927599145	1.20677691766543	3.57289096632181
gene_458	6.94275619222393	4.54220850201305	4.76111227073594	5.34175964825433	3.69313382278967	2.56589519177034	4.77100940847743	4.82463586044688	2.81381673918737	3.84146660135929	3.09244893813608	3.85543276763103	4.75007902449103	8.39189531117849	6.95318755546476	4.71325035155024	2.49829413089515	6.21011151230804	4.59979353683809	2.72846807852645	2.50565482408284	3.92617419158649	2.4101835576439	2.53540614622719	8.78090142916475	6.73117504544709	2.35716709338793	4.61671532391282	6.66041111299473	3.81294817815239	5.24423267812789	4.71505002166101	3.43555094081198	4.13469059291589	2.30526226597461	2.50746161416716	3.95882673278354	6.2249686329438	2.32764776353812	5.48015063858944	4.63998429856117	4.63510469655326	2.45377952082422	4.63803899482751	7.83573212766896	5.06918020904965	6.43202587470576	4.42040519618636	4.60621321144825	2.63444737044426	2.5534324918249	5.16732398582763	6.36221871698801	4.69859907029316	4.90353404166499	6.22910051601895	3.66625013935767	2.38764308955441	5.44808864197942	4.20989033607428	2.90223825816885	5.12057410332854	3.66745056587672	5.78546005792277	2.39744623111903	2.82630293561623	5.43031833597999	4.66764012810596	2.21923347508426	4.26917747469856	4.73476937744754	2.30576140470806	2.3552381809183	5.30538466940998	7.06200759270257	2.46837577734471	3.52757856005862	8.81710580712767	2.2588531074741	2.48324666231086	2.38098499740475	5.75996967338739	3.16881274791766	3.98330984143682	6.36683333090476	3.67301769536946	4.97825704074762	4.3854070055652	6.70440200022713	6.02821157455764	3.45964532554042	3.00320189646582	2.35121112938976	5.96272544171117	3.15329559103086	4.48587008933451	4.57053772794827	5.1437888110555	3.78931982274091	4.95238165736576	4.66187374000741	5.27272310136782	3.92990051840658	8.97993315102116	3.60879612980228	4.02508567588308	2.37386750837443	4.72218223892511	3.06822036030682	4.35252642728396	5.23031752883051	2.45107416770053	3.22453300322937	3.39112223120844	4.11284645478512	6.24509333722808	2.25813054235223	2.56086532067124	3.36574370966682	6.19567852538975	2.54135784347264	6.1468426704618	2.87354465385451	2.34906912045934	2.32509205766722	2.49861094899504	5.658211068004	6.96824300147735
